against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,height_m,hp,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85.0,3840.0,70.0,455.0,45.0,60.0,1059860.0,0.7,60.0,50.0,277.0,75.0,50.0,125.0,12,7,19.8,3.0,0.0
0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30.0,5120.0,70.0,270.0,190.0,30.0,1000000.0,0.6,40.0,50.0,278.0,55.0,30.0,85.0,17,7,9.5,3.0,0.0
0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50.0,5120.0,70.0,440.0,45.0,100.0,1000000.0,1.2,60.0,50.0,279.0,95.0,70.0,65.0,17,7,28.0,3.0,0.0
1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25.0,5120.0,35.0,198.0,235.0,25.0,1250000.0,0.4,28.0,50.0,280.0,45.0,35.0,40.0,14,4,6.6,3.0,0.0
1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35.0,5120.0,35.0,278.0,120.0,35.0,1250000.0,0.8,38.0,50.0,281.0,65.0,55.0,50.0,14,4,20.2,3.0,0.0
1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85.0,5120.0,35.0,618.0,45.0,65.0,1250000.0,1.6,68.0,50.0,282.0,165.0,135.0,100.0,14,4,48.4,3.0,0.0
1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30.0,3840.0,70.0,269.0,200.0,32.0,1000000.0,0.5,40.0,50.0,283.0,50.0,52.0,65.0,0,17,1.7,3.0,0.0
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60.0,3840.0,70.0,454.0,75.0,62.0,1000000.0,0.8,70.0,50.0,284.0,100.0,82.0,80.0,0,7,3.6,3.0,0.0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40.0,3840.0,70.0,295.0,255.0,60.0,1640000.0,0.4,60.0,50.0,285.0,40.0,60.0,35.0,9,7,4.5,3.0,0.0
1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130.0,3840.0,70.0,460.0,90.0,80.0,1640000.0,1.2,60.0,50.0,286.0,60.0,60.0,70.0,9,5,39.2,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,3840.0,70.0,280.0,255.0,60.0,1250000.0,0.8,60.0,50.0,287.0,35.0,35.0,30.0,12,7,24.0,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,3840.0,70.0,440.0,120.0,80.0,1250000.0,1.4,80.0,50.0,288.0,55.0,55.0,90.0,12,7,46.5,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.0,3840.0,70.0,670.0,45.0,100.0,1250000.0,2.0,150.0,50.0,289.0,95.0,65.0,100.0,12,7,130.5,3.0,0.0
1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45.0,3840.0,70.0,266.0,255.0,90.0,600000.0,0.5,31.0,50.0,290.0,30.0,30.0,40.0,0,10,5.5,3.0,0.0
0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90.0,3840.0,70.0,456.0,120.0,45.0,600000.0,0.8,61.0,50.0,291.0,50.0,50.0,160.0,0,7,12.0,3.0,0.0
0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90.0,3840.0,70.0,236.0,45.0,45.0,600000.0,0.8,1.0,55.15576102418208,292.0,30.0,30.0,40.0,0,8,1.2,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.0,5120.0,70.0,240.0,190.0,23.0,1059860.0,0.6,64.0,50.0,293.0,51.0,23.0,28.0,12,7,16.3,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.0,5120.0,70.0,360.0,120.0,43.0,1059860.0,1.0,84.0,50.0,294.0,71.0,43.0,48.0,12,7,40.5,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.0,5120.0,70.0,490.0,45.0,63.0,1059860.0,1.5,104.0,50.0,295.0,91.0,73.0,68.0,12,7,84.0,3.0,0.0
0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60.0,5120.0,70.0,237.0,180.0,30.0,1640000.0,1.0,72.0,75.4,296.0,20.0,30.0,25.0,5,7,86.4,3.0,0.0
0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120.0,5120.0,70.0,474.0,200.0,60.0,1640000.0,2.3,144.0,75.4,297.0,40.0,60.0,50.0,5,7,253.8,3.0,0.0
0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20.0,2560.0,70.0,190.0,150.0,40.0,800000.0,0.2,50.0,24.6,298.0,20.0,40.0,20.0,12,4,2.0,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45.0,5120.0,70.0,375.0,255.0,135.0,1000000.0,1.0,30.0,50.0,299.0,45.0,90.0,30.0,15,7,97.0,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.0,3840.0,70.0,260.0,255.0,45.0,800000.0,0.6,50.0,24.6,300.0,35.0,35.0,50.0,12,7,11.0,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,3840.0,70.0,400.0,60.0,65.0,800000.0,1.1,70.0,24.6,301.0,55.0,55.0,90.0,12,7,32.6,3.0,0.0
1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85.0,6400.0,35.0,480.0,45.0,125.0,1059860.0,0.5,50.0,50.0,302.0,85.0,115.0,20.0,1,8,11.0,3.0,0.0
0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,105.0,5120.0,70.0,480.0,45.0,125.0,800000.0,0.6,50.0,50.0,303.0,55.0,95.0,50.0,16,4,11.5,3.0,0.0
0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70.0,8960.0,35.0,330.0,180.0,100.0,1250000.0,0.4,50.0,50.0,304.0,40.0,40.0,30.0,16,15,60.0,3.0,0.0
0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90.0,8960.0,35.0,430.0,90.0,140.0,1250000.0,0.9,60.0,50.0,305.0,50.0,50.0,40.0,16,15,120.0,3.0,0.0
0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140.0,8960.0,35.0,630.0,45.0,230.0,1250000.0,2.1,70.0,50.0,306.0,60.0,80.0,50.0,16,15,360.0,3.0,0.0
1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40.0,5120.0,70.0,280.0,180.0,55.0,1000000.0,0.6,30.0,50.0,307.0,40.0,55.0,60.0,5,14,11.2,3.0,0.0
1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100.0,5120.0,70.0,510.0,90.0,85.0,1000000.0,1.3,60.0,50.0,308.0,80.0,85.0,100.0,5,14,31.5,3.0,0.0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45.0,5120.0,70.0,295.0,120.0,40.0,1250000.0,0.6,40.0,50.0,309.0,65.0,40.0,65.0,3,7,15.2,3.0,0.0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75.0,5120.0,70.0,575.0,45.0,80.0,1250000.0,1.5,70.0,50.0,310.0,135.0,80.0,135.0,3,7,40.2,3.0,0.0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50.0,5120.0,70.0,405.0,200.0,40.0,1000000.0,0.4,60.0,50.0,311.0,85.0,75.0,95.0,3,7,4.2,3.0,0.0
1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40.0,5120.0,70.0,405.0,200.0,50.0,1000000.0,0.4,60.0,50.0,312.0,75.0,85.0,95.0,3,7,4.2,3.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73.0,3840.0,70.0,430.0,150.0,75.0,600000.0,0.7,65.0,100.0,313.0,47.0,85.0,85.0,0,7,17.7,3.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47.0,3840.0,70.0,430.0,150.0,75.0,1640000.0,0.6,65.0,0.0,314.0,73.0,85.0,85.0,0,7,17.7,3.0,0.0
1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60.0,5120.0,70.0,400.0,150.0,45.0,1059860.0,0.3,50.0,50.0,315.0,100.0,80.0,65.0,9,13,2.0,3.0,0.0
0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43.0,5120.0,70.0,302.0,225.0,53.0,1640000.0,0.4,70.0,50.0,316.0,43.0,53.0,40.0,13,7,10.3,3.0,0.0
0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73.0,5120.0,70.0,467.0,75.0,83.0,1640000.0,1.7,100.0,50.0,317.0,73.0,83.0,55.0,13,7,80.0,3.0,0.0
2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90.0,5120.0,35.0,305.0,225.0,20.0,1250000.0,0.8,45.0,50.0,318.0,65.0,20.0,65.0,17,1,20.8,3.0,0.0
2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140.0,5120.0,35.0,560.0,60.0,70.0,1250000.0,1.8,70.0,50.0,319.0,110.0,65.0,105.0,17,1,88.8,3.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70.0,10240.0,70.0,400.0,125.0,35.0,1640000.0,2.0,130.0,50.0,320.0,70.0,35.0,60.0,17,7,130.0,3.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90.0,10240.0,70.0,500.0,60.0,45.0,1640000.0,14.5,170.0,50.0,321.0,90.0,45.0,60.0,17,7,398.0,3.0,0.0
0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60.0,5120.0,70.0,305.0,255.0,40.0,1000000.0,0.7,60.0,50.0,322.0,65.0,45.0,35.0,6,10,24.0,3.0,0.0
0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,120.0,5120.0,70.0,560.0,150.0,100.0,1000000.0,1.9,70.0,50.0,323.0,145.0,105.0,20.0,6,10,220.0,3.0,0.0
0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85.0,5120.0,70.0,470.0,90.0,140.0,1000000.0,0.5,70.0,50.0,324.0,85.0,70.0,20.0,6,7,80.4,3.0,0.0
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25.0,5120.0,70.0,330.0,255.0,35.0,800000.0,0.7,60.0,50.0,325.0,70.0,80.0,60.0,14,7,30.6,3.0,0.0
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45.0,5120.0,70.0,470.0,60.0,65.0,800000.0,0.9,80.0,50.0,326.0,90.0,110.0,80.0,14,7,71.5,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,3840.0,70.0,360.0,255.0,60.0,800000.0,1.1,60.0,50.0,327.0,60.0,60.0,60.0,12,7,5.0,3.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100.0,5120.0,70.0,290.0,255.0,45.0,1059860.0,0.7,45.0,50.0,328.0,45.0,45.0,10.0,10,7,15.0,3.0,0.0
1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70.0,5120.0,70.0,340.0,120.0,50.0,1059860.0,1.1,50.0,50.0,329.0,50.0,50.0,70.0,10,2,15.3,3.0,0.0
1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100.0,5120.0,70.0,520.0,45.0,80.0,1059860.0,2.0,80.0,50.0,330.0,80.0,80.0,100.0,10,2,82.0,3.0,0.0
2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,85.0,5120.0,35.0,335.0,190.0,40.0,1059860.0,0.4,50.0,50.0,331.0,85.0,40.0,35.0,9,7,51.3,3.0,0.0
4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,115.0,5120.0,35.0,475.0,60.0,60.0,1059860.0,1.3,70.0,50.0,332.0,115.0,60.0,55.0,9,1,77.4,3.0,0.0
0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,40.0,5120.0,70.0,310.0,255.0,60.0,600000.0,0.4,45.0,50.0,333.0,40.0,75.0,50.0,12,7,1.2,3.0,0.0
0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,110.0,5120.0,70.0,590.0,45.0,110.0,600000.0,1.1,75.0,50.0,334.0,110.0,105.0,80.0,2,7,20.6,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115.0,5120.0,70.0,458.0,90.0,60.0,600000.0,1.3,73.0,50.0,335.0,60.0,60.0,90.0,12,7,40.3,3.0,0.0
0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100.0,5120.0,70.0,458.0,90.0,60.0,1640000.0,2.7,73.0,50.0,336.0,100.0,60.0,65.0,13,7,52.5,3.0,0.0
2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55.0,6400.0,70.0,460.0,45.0,65.0,800000.0,1.0,90.0,55.15576102418208,337.0,95.0,85.0,70.0,15,14,168.0,3.0,0.0
2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95.0,6400.0,70.0,460.0,45.0,85.0,800000.0,1.2,90.0,55.15576102418208,338.0,55.0,65.0,70.0,15,14,154.0,3.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48.0,5120.0,70.0,288.0,190.0,43.0,1000000.0,0.4,50.0,50.0,339.0,46.0,41.0,60.0,17,10,1.9,3.0,0.0
1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78.0,5120.0,70.0,468.0,75.0,73.0,1000000.0,0.9,110.0,50.0,340.0,76.0,71.0,60.0,17,10,23.6,3.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80.0,3840.0,70.0,308.0,205.0,65.0,1640000.0,0.6,43.0,50.0,341.0,50.0,35.0,35.0,17,7,11.5,3.0,0.0
2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120.0,3840.0,70.0,468.0,155.0,85.0,1640000.0,1.1,63.0,50.0,342.0,90.0,55.0,55.0,17,1,32.8,3.0,0.0
2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40.0,5120.0,70.0,300.0,255.0,55.0,1000000.0,0.5,40.0,55.15576102418208,343.0,40.0,70.0,55.0,10,14,21.5,3.0,0.0
2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,70.0,5120.0,70.0,500.0,90.0,105.0,1000000.0,1.5,60.0,55.15576102418208,344.0,70.0,120.0,75.0,10,14,108.0,3.0,0.0
2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,41.0,7680.0,70.0,355.0,45.0,77.0,600000.0,1.0,66.0,88.1,345.0,61.0,87.0,23.0,15,9,23.8,3.0,0.0
2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,81.0,7680.0,70.0,495.0,45.0,97.0,600000.0,1.5,86.0,88.1,346.0,81.0,107.0,43.0,15,9,60.4,3.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95.0,7680.0,70.0,355.0,45.0,50.0,600000.0,0.7,45.0,88.1,347.0,40.0,50.0,75.0,15,0,12.5,3.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125.0,7680.0,70.0,495.0,45.0,100.0,600000.0,1.5,75.0,88.1,348.0,70.0,80.0,45.0,15,0,68.2,3.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,15.0,5120.0,70.0,200.0,255.0,20.0,600000.0,0.6,20.0,50.0,349.0,10.0,55.0,80.0,17,7,7.4,3.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60.0,5120.0,70.0,540.0,60.0,79.0,600000.0,6.2,95.0,50.0,350.0,100.0,125.0,81.0,17,7,162.0,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,6400.0,70.0,420.0,45.0,70.0,1000000.0,0.3,70.0,50.0,351.0,70.0,70.0,70.0,12,7,0.8,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,5120.0,70.0,440.0,200.0,70.0,1059860.0,1.0,60.0,50.0,352.0,60.0,120.0,40.0,12,7,22.0,3.0,0.0
0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,75.0,6400.0,35.0,295.0,225.0,35.0,800000.0,0.6,44.0,50.0,353.0,63.0,33.0,45.0,8,7,2.3,3.0,0.0
0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,165.0,6400.0,35.0,555.0,45.0,75.0,800000.0,1.1,64.0,50.0,354.0,93.0,83.0,75.0,8,7,12.5,3.0,0.0
0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,40.0,6400.0,35.0,295.0,190.0,90.0,800000.0,0.8,20.0,50.0,355.0,30.0,90.0,25.0,8,7,15.0,3.0,0.0
0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,70.0,6400.0,35.0,455.0,90.0,130.0,800000.0,1.6,40.0,50.0,356.0,60.0,130.0,25.0,8,7,30.6,3.0,0.0
1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,68.0,6400.0,70.0,460.0,200.0,83.0,1250000.0,2.0,99.0,50.0,357.0,72.0,87.0,51.0,9,7,100.0,3.0,0.0
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50.0,6400.0,70.0,455.0,45.0,80.0,800000.0,0.6,75.0,50.0,358.0,95.0,90.0,65.0,14,7,1.0,3.0,0.0
2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150.0,6400.0,35.0,565.0,30.0,60.0,1059860.0,1.2,65.0,50.0,359.0,115.0,60.0,115.0,1,7,47.0,3.0,0.0
2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,23.0,5120.0,70.0,260.0,125.0,48.0,1000000.0,0.6,95.0,50.0,360.0,23.0,48.0,23.0,14,7,14.0,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50.0,5120.0,70.0,300.0,190.0,50.0,1000000.0,0.7,50.0,50.0,361.0,50.0,50.0,50.0,11,7,16.8,3.0,0.0
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,120.0,5120.0,70.0,580.0,75.0,80.0,1000000.0,1.5,80.0,50.0,362.0,120.0,80.0,100.0,11,7,256.5,3.0,0.0
1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,40.0,5120.0,70.0,290.0,255.0,50.0,1059860.0,0.8,70.0,50.0,363.0,55.0,50.0,25.0,11,17,39.5,3.0,0.0
1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,60.0,5120.0,70.0,410.0,120.0,70.0,1059860.0,1.1,90.0,50.0,364.0,75.0,70.0,45.0,11,17,87.6,3.0,0.0
1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,80.0,5120.0,70.0,530.0,45.0,90.0,1059860.0,1.4,110.0,50.0,365.0,95.0,90.0,65.0,11,17,150.6,3.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,64.0,5120.0,70.0,345.0,255.0,85.0,600000.0,0.4,35.0,50.0,366.0,74.0,55.0,32.0,17,7,52.5,3.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104.0,5120.0,70.0,485.0,60.0,105.0,600000.0,1.7,55.0,50.0,367.0,94.0,75.0,52.0,17,7,27.0,3.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,84.0,5120.0,70.0,485.0,60.0,105.0,600000.0,1.8,55.0,50.0,368.0,114.0,75.0,52.0,17,7,22.6,3.0,0.0
1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,90.0,10240.0,70.0,485.0,25.0,130.0,1250000.0,1.0,100.0,88.1,369.0,45.0,65.0,55.0,17,15,23.4,3.0,0.0
1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,30.0,5120.0,70.0,330.0,225.0,55.0,800000.0,0.6,43.0,24.6,370.0,40.0,65.0,97.0,17,7,8.7,3.0,0.0
